用户昵称,评价日期,订单id,商品id,商品名称,商品规格,商品评价得分,评价内容,评价等级,追评内容,追评时间,商家是否回复,回复内容,门店id,门店名称
清**p,2025年10月20日 15:26:40,6946824882431399683,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,丹宁色-高个子(163cm以上)/30(130-140斤),5,,好评,,,否,,,
蓝**6,2025年10月20日 15:18:50,6921702423857560951,3756545185811661339,【小王家】复古深蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,丹宁色-高个子(163cm以上)/29(120-130斤),5,,好评,,,否,,,
旅**6,2025年10月20日 15:15:17,6947098485713409218,3721666757119836639,【三重奏】小王家秋季新款裤子女中阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-厚绒常规(163cm以内)/29(115-125斤),5,,好评,,,否,,,
小**b,2025年10月20日 15:14:23,6947148437250380850,3767321355570249751,小王家腊肠狗显瘦女25年款复古牛仔裤通勤穿搭琥珀系穿搭89235,怀旧蓝-常规(155-163cm)/M(100-115斤),4,,好评,,,否,,,
小**f,2025年10月20日 15:06:53,6921620757687270765,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,灰杏色-常规(163cm以内)/26(90-100斤),0,,差评,有一说一，容易皱，易鼓包，不推荐,2025-11-10 19:29:51,否,,,
桔**4,2025年10月20日 15:05:41,6947064903157486612,3721666757119836639,【绿子粉丝专属】小王家三本针牛仔阔腿裤女猫须水洗牛仔裤89138,复古蓝-厚绒常规(163cm以内)/29(115-125斤),5,,好评,,,否,,,
妖**p,2025年10月20日 15:05:11,6947090467511867278,3751359783949697316,【矫矫专属】小王家新款刺绣款牛仔阔腿裤女中高腰复古水洗宽松牛仔长裤89081,丹宁色-小个子(153-163cm)/30(125-135斤),5,,好评,,,否,,,
C**8,2025年10月20日 15:02:55,6946721807000605782,3774004483495952524,小王家显瘦阔腿裤25年秋季中高腰宽松水洗牛仔裤琥珀系穿搭68061,复古蓝-常规(163cm以内)/M(95-105斤),5,裤子很合适，很有垂感,好评,,,否,,,
丽**d,2025年10月20日 14:59:01,6946781438707111075,3741522584211161408,小王家刺绣款阔腿裤女中复古水洗宽松牛仔长裤琥珀系穿搭89081,复古蓝-小个子(153-163cm)/26(85-95斤),5,很好，布料很柔软,好评,,,否,,,
小**p,2025年10月20日 14:57:06,6946458123414476697,3751359783949697316,【小王家】丹宁色 复古蓝 杏色阔腿牛仔裤89081,复古蓝-小个子(153-163cm)/28(105-115斤),5,,好评,,,否,,,
小**p,2025年10月20日 14:57:00,6946606793821329305,3775285281557709193,【小王家】复古蓝 杏色 丹宁色 黑色牛仔裤女25年秋季款显瘦阔腿裤89138,复古蓝-常规(163cm以内)/28(105-115斤),5,,好评,,,否,,,
五**0,2025年10月20日 14:56:10,6921603062882336724,3775285281557709193,【小王家】复古蓝 杏色 丹宁色 黑色牛仔裤女25年秋季款显瘦阔腿裤89138,杏色-常规(163cm以内)/30(125-135斤),5,,好评,,,否,,,
用**v,2025年10月20日 14:54:40,6947027002494096732,3780282289100030380,【小王家】丹宁色 复古蓝 杏色显瘦牛仔裤女新款阔腿裤通勤穿搭89138,杏色-常规(163cm以内)/27(95-105斤),5,质量很好，就是拍错了码,好评,,,否,,,
美**0,2025年10月20日 14:53:54,6946972237128930961,3767321355570249751,小王家腊肠狗显瘦女25年款复古牛仔裤通勤穿搭琥珀系穿搭89235,怀旧蓝【高个子】(163cm以上)/L(115-125斤),5,就是味道太大了,好评,,,否,,,
娟**p,2025年10月20日 14:51:56,6946924269568661476,3712994054246629657,小王家牛仔裤女秋季窄版百搭复古水洗通勤穿搭琥珀系穿搭89082,丹宁色-小个子(163CM以内)/29(115-125斤),5,裤子板型好不掉色，穿起来显腿型好看,好评,,,否,,,
陈**h,2025年10月20日 14:50:07,6921786370539945503,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,复古深蓝-常规(163cm以内)/27(100-110斤),5,身高 162 体重 105，长短，腰围都刚好，版型好看的很，料子也好，没拍图就是，超级赞👍,好评,,,否,,,
小**4,2025年10月20日 14:48:04,6947162595521336684,3772520898897248477,小王家刺绣款牛仔裤女25年秋冬新款中高腰水洗牛仔阔腿长裤89296,复古蓝 -常规(155-163cm)/27(95-105斤),5,,好评,,,否,,,
如**2,2025年10月20日 14:47:38,6921700310621978371,3775287321398739073,【小王家】复古蓝 刺绣款牛仔裤女25年新款阔腿长裤89296,复古蓝 -常规(163cm以内)/27(95-105斤),3,容易鼓包，尺码可以,中评,,,否,,,
橙**z,2025年10月20日 14:43:03,6946278955650978864,3751359783949697316,【小王家】丹宁色 复古蓝 杏色阔腿牛仔裤89081,丹宁色-高个子(163-173cm)/27(95-105斤),5,尺码标准   布料柔软很舒适       版型很正  总之很喜欢  丹宁色特别美上身效果好,好评,,,否,,,
虾**6,2025年10月20日 14:39:47,6946772409470490483,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,丹宁色-高个子(163cm以上)/27(100-110斤),4,版型很好看，本人100斤穿着刚刚好，我感觉尺码有点偏小，如果是100斤以上的应该穿着太紧了。与辉同行推荐的产品，放心购买,好评,,,否,,,
小**6,2025年10月20日 14:39:14,6921782303833029893,3721666757119836639,【绿子粉丝专属】小王家三本针牛仔阔腿裤女猫须水洗牛仔裤89138,复古蓝-厚绒常规(163cm以内)/27(95-105斤),5,,好评,,,否,,,
哈**p,2025年10月20日 14:32:59,6946808125600896447,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,丹宁色-常规(163cm以内)/28(110-120斤),5,,好评,,,否,,,
y**x,2025年10月20日 14:29:04,6946807479556118036,3775285281557709193,【小王家】复古蓝 杏色 丹宁色 黑色牛仔裤女25年秋季款显瘦阔腿裤89138,丹宁色-常规(163cm以内)/28(105-115斤),5,,好评,,,否,,,
小**r,2025年10月20日 14:28:12,6921666838497426928,3775287321398739073,【小王家】复古蓝 刺绣款牛仔裤女25年新款阔腿长裤89296,复古蓝-高个子(163cm以上)/28(105-115斤),5,,好评,,,否,,,
H**j,2025年10月20日 14:26:56,6921689532362817226,3771745006495334540,小王家丹宁色牛仔裤25年秋季款宽松显瘦刺绣款阔腿裤百搭68051,丹宁色-常规(163cm以内)/XS(90斤以内),5,真心不错,好评,,,否,,,
贪**d,2025年10月20日 14:25:07,6921811575204510890,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,复古深蓝-高个子(163cm以上)/28(110-120斤),5,,好评,,,否,,,
v**h,2025年10月20日 14:24:53,6946568299817342811,3699591836483060167,【小王家】高腰宽松显瘦时尚百搭阔腿裤女2025新款牛仔阔腿长裤89082,丹宁色-常规(163CM以内)/28(105-115斤),5,董宇辉那买的，非常好，颜色很喜欢。裤型不是很喜欢，太宽大了。,好评,,,否,,,
l**d,2025年10月20日 14:24:45,6921827665109220809,3741522584211161408,小王家刺绣款阔腿裤女中复古水洗宽松牛仔长裤琥珀系穿搭89081,复古蓝-高个子(163-173cm)/29(115-125斤),5,,好评,,,否,,,
真**z,2025年10月20日 14:24:15,6921818892703268057,3712994054246629657,小王家牛仔裤女秋季窄版百搭复古水洗通勤穿搭琥珀系穿搭89082,丹宁色-高个子厚绒(163CM以上)/29(115-125斤),5,,好评,,,否,,,
真**z,2025年10月20日 14:24:01,6921816493930872025,3712994054246629657,小王家牛仔裤女秋季窄版百搭复古水洗通勤穿搭琥珀系穿搭89082,杏色-高个子(163CM以上)/29(115-125斤),5,,好评,,,否,,,
勺**d,2025年10月20日 14:23:17,6946797467729138854,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,灰杏色-高个子(163cm以上)/27(100-110斤),5,裤子摸起来很舒服，也没有不好闻的味道。质量杠杠的，就是看这个版型是不是自己喜欢的,好评,,,否,,,
我**p,2025年10月20日 14:22:18,6947024604655065036,3721666757119836639,《三重奏》小王家秋季新款裤子女中阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-厚绒常规(163cm以内)/29(115-125斤),5,,好评,,,否,,,
雨**t,2025年10月20日 14:17:00,6946928784720336613,3771745006495334540,小王家丹宁色牛仔裤25年秋季款宽松显瘦刺绣款阔腿裤百搭68051,丹宁色-常规(163cm以内)/M(100-115斤),5,裤子版型挺好，穿上也舒服,好评,,,否,,,
意**d,2025年10月20日 14:15:00,6921596016877272114,3771745006495334540,【莎莎专属】小王家丹宁色牛仔裤25年秋季款宽松显瘦刺绣款阔腿裤百搭68051,丹宁色-常规(163cm以内)/L(115-125斤),0,,差评,裤子好穿，也显瘦,2025-11-24 20:20:21,否,,,
农**x,2025年10月20日 14:11:45,6921740446130928913,3768816828856534018,小王家刺绣款牛仔裤女秋季款中高腰阔腿裤丹宁色复古牛仔裤89183,丹宁色-常规(163cm以内)/27(95-105斤),5,裤子质量很好，尺码合适，长短也刚好。,好评,,,否,,,
华**0,2025年10月20日 14:10:40,6947170077054670648,3756545185811661339,小王家弯刀裤女25年秋季新款中宽松设计感牛仔裤琥珀系穿搭86011,丹宁色-常规(163cm以内)/28(110-120斤),5,裤子收到挺好,好评,,,否,,,
风**8,2025年10月20日 14:07:49,6921790940799860600,3721666757119836639,【三重奏】小王家秋季新款裤子女中阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-厚绒高个子(163cm以上)/30(125-135斤),5,,好评,,,否,,,
囍**4,2025年10月20日 14:05:39,6921629042312314089,3775287321398739073,【小王家】复古蓝 丹宁色 黑灰色刺绣款牛仔裤女25年新款阔腿长裤521011,黑灰色-常规(163cm以内)/29(115-125斤),5,,好评,,,否,,,
徐**8,2025年10月20日 14:05:20,6921728891869822883,3751359783949697316,小王家刺绣款牛仔女中高腰复古水洗牛仔长裤琥珀系穿搭89081,丹宁色-高个子(163-173cm)/28(105-115斤),0,,差评,版型材质啥的都不错，站着走路都没问题，也好看的，但是上班族久坐，会觉得勒裆，设计师什么时候能考虑下久坐一族的人啊，那个裆真没必要设计那么短啊,2025-11-04 14:30:33,否,,,
一**0,2025年10月20日 14:05:02,6946784071812388293,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,灰杏色-常规(163cm以内)/28(110-120斤),5,,好评,,,否,,,
一**0,2025年10月20日 14:05:02,6946784071812322757,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,灰杏色-常规(163cm以内)/29(120-130斤),5,,好评,,,否,,,
F**0,2025年10月20日 14:04:42,6921614949636930983,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,复古蓝-高个子(163cm以上)/27(100-110斤),5,"上身效果：修饰腿型
面料质感：柔软
版型设计：好看
搭配建议：百搭",好评,,,否,,,
暖**2,2025年10月20日 14:04:34,6946797441571886963,3773223276248170713,小王家秋季咖色牛仔裤子女25年新款中高腰宽松显瘦阔腿裤68060,咖色-常规(163cm以内)/L(105-115斤),5,,好评,,,否,,,
姚**0,2025年10月20日 14:03:34,6921664976869948422,3756545185811661339,小王家弯刀裤女25年秋季新款中宽松设计感牛仔裤琥珀系穿搭86011,丹宁色-常规(163cm以内)/27(100-110斤),4,,好评,,,否,,,
F**0,2025年10月20日 14:02:45,6921620739528293799,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,灰杏色-高个子(163cm以上)/27(100-110斤),5,,好评,,,否,,,
张**r,2025年10月20日 14:02:17,6921793391002287970,3721666757119836639,【三重奏】小王家秋季新款裤子女中阔腿裤通勤穿搭琥珀系穿搭89138,原生色-厚绒常规(163cm以内)/28(105-115斤),5,,好评,,,否,,,
彭**0,2025年10月20日 14:01:43,6921811364042079898,3779241592620188735,【巴黎步调】小王家四面弹蜡笔裤女显瘦弹力时尚修身牛仔裤通勤九分裤81091,原生色/31(135-145斤),5,裤子收到了，质感挺好，有弹性不紧绷。,好评,,,否,,,
拾**0,2025年10月20日 14:00:54,6946827777552488411,3767854846259101933,【绿子粉丝专属】小王家小个子宽松牛仔阔腿裤新款设计感牛仔636001,杏色-小个子(148-155cm)/M(105-115斤),5,很好穿，穿起显瘦，不挑人。胖瘦都可以穿,好评,,,否,,,
大**8,2025年10月20日 14:00:35,6947122188857578817,3699591836483060167,【小王家】高腰宽松显瘦时尚百搭阔腿裤女2025新款牛仔阔腿长裤89082,丹宁色-高个子厚绒(163CM以上)/30(125-135斤),5,,好评,,,否,,,
蹦**r,2025年10月20日 13:57:40,6921534015896190587,3721666757119836639,小王家秋季新款裤子女中高腰时尚阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-小个子(153-163cm)/26(85-95斤),5,上身尺码刚刚好，对于小个子太友好了，多次复购啦。希望多多出版！,好评,,,否,,,
玉**j,2025年10月20日 13:56:36,6946788400222442539,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,丹宁色-高个子(163cm以上)/28(110-120斤),5,,好评,,,否,,,
拾**0,2025年10月20日 13:56:19,6947090741517948891,3767854846259101933,【绿子粉丝专属】小王家小个子宽松牛仔阔腿裤新款设计感牛仔636001,丹宁色-小个子(148-155cm)/M(105-115斤),5,同一款裤子第二次回购了，真的很好穿。,好评,,,否,,,
心**t,2025年10月20日 13:54:00,6946848117707446092,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,复古深蓝-常规(163cm以内)/29(120-130斤),5,上身效果：上身效果很好，面料很舒服，期待好久的裤子，也没有让我失望。品质非常棒。必须好评。,好评,,,否,,,
慧**v,2025年10月20日 13:51:26,6947132178220782865,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,丹宁色-常规(163cm以内)/30(130-140斤),5,看了很久这条裤子，怕不显瘦，收到货穿了，确实很显瘦，质量很好，宇辉同行买的,好评,,,否,,,
信**8,2025年10月20日 13:51:04,6921507265551105331,3751359783949697316,【小王家】丹宁色 复古蓝 杏色阔腿牛仔裤89081,丹宁色-小个子(153-163cm)/29(115-125斤),5,,好评,,,否,,,
小**l,2025年10月20日 13:49:30,6921841947631648131,3767866176282165697,小王家阔腿裤女25年新款小众复古压线设计感宽松水洗牛仔裤89239,白色-小个子(148-155cm)/M(95-110斤),5,第一次买到这么满意的裤子,好评,,,否,,,
N**0,2025年10月20日 13:47:36,6946628106174338975,3751359783949697316,【小王家】丹宁色 复古蓝 杏色阔腿牛仔裤89081,复古蓝-高个子(163-173cm)/29(115-125斤),5,好,好评,,,否,,,
棉**8,2025年10月20日 13:46:58,6947100890028906084,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,复古深蓝-高个子(163cm以上)/28(110-120斤),4,大小合适。就是弯刀裤不适合腿长的。,好评,,,否,,,
信**8,2025年10月20日 13:46:08,6921605098043178291,3775285281557709193,小王家牛仔裤子女25年秋季款中高腰显瘦时尚阔腿裤通勤穿搭89138,复古蓝-常规(163cm以内)/26(85-95斤),5,,好评,,,否,,,
&**b,2025年10月20日 13:46:03,6921385500248080348,3751359783949697316,【小王家】丹宁色 复古蓝 杏色阔腿牛仔裤89081,丹宁色-小个子(153-163cm)/30(125-135斤),5,拿到手感觉满重的，洗过也不掉色，穿上显瘦,好评,,,否,,,
雨**d,2025年10月20日 13:45:49,6946676170233484970,3721666757119836639,小王家秋季新款裤子女中高腰时尚阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-小个子(153-163cm)/28(105-115斤),5,尺码建议：我105斤，M.码稍微有点大，但很好穿，推荐购买,好评,,,否,,,
木**8,2025年10月20日 13:45:33,6947114980982199588,3751359783949697316,小王家刺绣款牛仔女中高腰复古水洗牛仔长裤琥珀系穿搭89081,杏色-小个子(153-163cm)/28(105-115斤),5,第一次从网上买到这么合身的白牛，料子摸着很舒服，大小合适，长短刚好，非常适合小个子，中间出了一点差错，客服很快处理好了，点赞哦,好评,,,否,,,
໑**l,2025年10月20日 13:43:47,6947029627095619060,3780477538288140558,【小王家】丹宁色 杏色牛仔裤女秋季窄版复古水洗通勤穿搭琥珀系穿搭89082,丹宁色-小个子(163CM以内)/28(105-115斤),5,收到货就试穿了，很喜欢，版型好看，长短合适，闭眼入。,好评,,,否,,,
小**4,2025年10月20日 13:40:47,6946910786728433111,3712994054246629657,【小王家】杏色 丹宁色牛仔阔腿裤复古显瘦89082,丹宁色-小个子(163CM以内)/28(105-115斤),5,,好评,,,否,,,
涛**l,2025年10月20日 13:40:30,6921505920685276311,3751359783949697316,小王家刺绣款牛仔女中高腰复古水洗牛仔长裤琥珀系穿搭89081,丹宁色-高个子(163-173cm)/29(115-125斤),1,，，，，，，,差评,,,否,,,
一**h,2025年10月20日 13:39:46,6946958852936374015,3772334430643945616,小王家牛仔阔腿裤女中高腰黑色复古宽松显瘦百搭长裤小个子89169,黑色-常规植绒/29(110-120斤),5,尺码准，面料厚实，版型好，显瘦，值得购买,好评,,,否,,,
安**n,2025年10月20日 13:38:04,6947119822828868928,3721666757119836639,《三重奏》小王家秋季新款裤子女中阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-厚绒高个子(163cm以上)/28(105-115斤),5,大小合适质量很好,好评,,,否,,,
＿**6,2025年10月20日 13:37:53,6946834330123572945,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,灰杏色-常规(163cm以内)/27(100-110斤),5,裤子很有型，尺码合适，面料很舒服,好评,,,否,,,
甜**r,2025年10月20日 13:33:45,6946912749315692287,3775287321398739073,【小王家】复古蓝 刺绣款牛仔裤女25年新款阔腿长裤89296,复古蓝 -常规(163cm以内)/30(125-135斤),5,,好评,,,否,,,
小**j,2025年10月20日 13:29:55,6921721911601561556,3751359783949697316,小王家刺绣款牛仔女中高腰复古水洗牛仔长裤琥珀系穿搭89081,杏色-小个子(153-163cm)/28(105-115斤),0,,差评,只穿两次，感觉越穿越大，有点鼓包，皱,2025-11-06 22:02:41,否,,,
乖**b,2025年10月20日 13:26:28,6946858765850384175,3756545185811661339,小王家弯刀裤女25年秋季新款中宽松设计感牛仔裤琥珀系穿搭86011,灰杏色-高个子(163cm以上)/28(110-120斤),5,实物好看，码数标准上身效果特好看，有刷到直播间才知道多喜牛也是他家的，在他家店铺买了不下十条裤子质量好版型好。,好评,,,否,,,
小**0,2025年10月20日 13:24:49,6921609866925801278,3775285281557709193,【小王家】复古蓝 杏色 丹宁色 黑色牛仔裤女25年秋季款显瘦阔腿裤89138,黑色-常规(163cm以内)/30(125-135斤),5,,好评,,,否,,,
用**d,2025年10月20日 13:23:04,6921623782370999450,3756545185811661339,小王家弯刀裤女25年秋季新款中宽松设计感牛仔裤琥珀系穿搭86011,复古深蓝-常规(163cm以内)/28(110-120斤),5,很好,好评,,,否,,,
钞**h,2025年10月20日 13:22:49,6921497202696879261,3751359783949697316,【小王家】丹宁色 复古蓝 杏色阔腿牛仔裤89081,丹宁色-小个子(153-163cm)/30(125-135斤),5,,好评,,,否,,,
与**4,2025年10月20日 13:21:35,6947023791005374429,3772346488739463575,小王家复古小众女装裤子25年新款设计感显瘦微喇阔腿牛仔裤89217,怀旧蓝-常规(163cm以内)/27(95-105斤),5,质感很好，穿起来好看！好评还会再回购的！满意,好评,,,否,,,
小**8,2025年10月20日 13:13:40,6947117755138316083,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,复古深蓝-常规(163cm以内)/26(90-100斤),5,裤子版型很好，大小合适,好评,,,否,,,
🌈**j,2025年10月20日 13:13:16,6946986789158720642,3756545185811661339,小王家弯刀裤女25年秋季新款中宽松设计感牛仔裤琥珀系穿搭86011,灰杏色-高个子(163cm以上)/28(110-120斤),5,"裤子收到了，和合适。喜欢
版型设计：很好
上身效果：很棒",好评,,,否,,,
A**r,2025年10月20日 13:12:31,6946823867501450794,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,灰杏色-常规(163cm以内)/27(100-110斤),5,"面料质感：质感好，厚实
版型设计：是我喜欢的版型",好评,,,否,,,
爱**4,2025年10月20日 13:11:33,6921631179356471057,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,复古深蓝-常规(163cm以内)/28(110-120斤),4,质量不错，上身显瘦，显腿长,好评,,,否,,,
爱**4,2025年10月20日 13:10:39,6921684629596634897,3775287321398739073,【小王家】复古蓝 刺绣款牛仔裤女25年新款阔腿长裤89296,复古蓝 -常规(163cm以内)/29(115-125斤),4,上身效果很好，显瘦显腿长👦👍👍👍,好评,,,否,,,
高**0,2025年10月20日 13:09:51,6921732329153986510,3780283231736299636,【小王家】黑灰色弯刀牛仔裤女25年新款中高腰宽松显瘦阔腿裤89301,黑灰色-常规(163cm以内)/30(130-140斤),5,,好评,,,否,,,
魅**t,2025年10月20日 13:06:51,6946965209998301126,3712994054246629657,【小王家】杏色 丹宁色牛仔阔腿裤复古显瘦89082,丹宁色-小个子(163CM以内)/29(115-125斤),5,非常适合喜欢，值得拥有,好评,,,否,,,
芳**8,2025年10月20日 13:02:35,6947011255459976740,3771745006495334540,小王家丹宁色牛仔裤25年秋季款宽松显瘦刺绣款阔腿裤百搭68051,丹宁色-常规(163cm以内)/L(115-125斤),5,我158买的小个子款 刚刚好  两个颜色都买了  穿着很舒服   质量也很好,好评,,,否,,,
美**2,2025年10月20日 13:02:29,6921403436797231001,3751359783949697316,【小王家】丹宁色 复古蓝 杏色阔腿牛仔裤89081,杏色-高个子(163-173cm)/29(115-125斤),5,质量特别好，买了好几次了，还想在买条其他颜色的，已推荐,好评,,,否,,,
小**2,2025年10月20日 13:02:21,6946837040352662717,3776761133193625906,小王家弯刀裤女25年新款中高腰宽松阔腿裤复古水洗牛仔裤89273,白色-常规(163cm以内)/27(95-105斤),5,穿的很舒适 大小正好 适合目前天气,好评,,,否,,,
ℳ**b,2025年10月20日 13:01:02,6947121293099603602,3751359783949697316,小王家刺绣款牛仔女中高腰复古水洗牛仔长裤琥珀系穿搭89081,丹宁色-小个子(153-163cm)/29(115-125斤),5,,好评,,,否,,,
微**h,2025年10月20日 13:00:02,6947152444215137396,3721666757119836639,《三重奏》小王家秋季新款裤子女中阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-常规(163cm以内)/27(95-105斤),5,裤子质量还是最好的，做工也非常精细，只是个人感觉太高腰了😂裤子的确柔软舒适，挺满意。,好评,,,否,,,
鑀**0,2025年10月20日 12:55:27,6947009856016684981,3771745006495334540,小王家丹宁色牛仔裤25年秋季款宽松显瘦刺绣款阔腿裤百搭68051,丹宁色-常规(163cm以内)/XL(125-135斤),5,,好评,,,否,,,
🙊**8,2025年10月20日 12:53:15,6921834922296245701,3775151843206890315,【秋日氛围】小王家一裤两穿牛仔裤女25年新款复古宽松显瘦水洗阔腿长裤89316,复古蓝-常规(163cm以内)/26(90-100斤),5,网购这么多年第一次平价，衣服质量款式都很好，很满意,好评,,,否,,,
樊**f,2025年10月20日 12:52:20,6946881741252662852,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,复古深蓝-常规(163cm以内)/27(100-110斤),5,大小合适，显瘦，满意的一次购物。,好评,,,否,,,
杨**0,2025年10月20日 12:51:14,6921664355715022273,3736305610027827505,【小王家】高级蓝 杏色宽松显瘦阔腿牛仔裤89106,高级蓝-常规(155-163cm)/26(85-95斤),1,一点也不好，,差评,,,否,,,
🌴**x,2025年10月20日 12:50:47,6947052932154332971,3741522584211161408,小王家刺绣款阔腿裤女中复古水洗宽松牛仔长裤琥珀系穿搭89081,杏色-高个子(163-173cm)/30(125-135斤),3,薄 适合春秋穿,中评,,,否,,,
懒**d,2025年10月20日 12:46:43,6947033857929057510,3775285281557709193,小王家牛仔裤子女25年秋季款中高腰显瘦时尚阔腿裤通勤穿搭89138,黑色-常规(163cm以内)/30(125-135斤),5,,好评,,,否,,,
艾**z,2025年10月20日 12:41:20,6921606637681671593,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,灰杏色-高个子(163cm以上)/29(120-130斤),5,,好评,,,否,,,
小**4,2025年10月20日 12:37:50,6946801546818622802,3756545185811661339,【小王家】复古深蓝 复古蓝 丹宁色 灰杏色弯刀裤女秋季新款牛仔裤86011,丹宁色-高个子(163cm以上)/26(90-100斤),5,版型很好，很漂亮，质量很好,好评,,,否,,,
石**p,2025年10月20日 12:37:36,6921757484796771838,3780500149084750150,【九九定制】【赠腰带+运费险】小王家25年秋冬新款中高腰复古小个子阔腿裤68055,复古蓝-小个子(148-155cm)/L(105-115斤),5,,好评,,,否,,,
壮**t,2025年10月20日 12:36:58,6921786838132358408,3775660440407900586,小王家丹宁色弯刀裤女25年秋季新款宽松显瘦复古百搭牛仔裤86019,丹宁色-高个子(160cm以上)/29(120-130斤),5,,好评,,,否,,,
甜**6,2025年10月20日 12:36:47,6947029724958954636,3775851910091898949,小王家显瘦牛仔裤女25年秋季搭配舒适中高腰猫须水洗阔腿裤89299,复古蓝-高个子(163cm以上)/29(120-130斤),5,宝贝很好，版型好，适合梨形身材,好评,,,否,,,
爱**z,2025年10月20日 12:33:33,6921746389259681288,3780477538288140558,【小王家】丹宁色 杏色牛仔裤女秋季窄版复古水洗通勤穿搭琥珀系穿搭89082,丹宁色-小个子(163CM以内)/27(95-105斤),5,尺码很合适，本人小个子155厘米，穿小个子的版本长度刚刚好,好评,,,否,,,
芬**8,2025年10月20日 12:33:30,6921629690921189018,3775285281557709193,【小王家】复古蓝 杏色 丹宁色 黑色牛仔裤女25年秋季款显瘦阔腿裤89138,丹宁色-常规(163cm以内)/29(115-125斤),5,,好评,,,否,,,
朝**6,2025年10月20日 12:33:17,6947026008329688983,3775285281557709193,小王家牛仔裤子女25年秋季款中高腰显瘦时尚阔腿裤通勤穿搭89138,杏色-常规(163cm以内)/29(115-125斤),5,,好评,,,否,,,
f**h,2025年10月20日 12:32:50,6921469343472188562,3751359783949697316,小王家刺绣款牛仔女中高腰复古水洗牛仔长裤琥珀系穿搭89081,丹宁色-小个子(153-163cm)/28(105-115斤),5,详情页的腰围比实际腰围要小一些，但对我来说正好合适，因为我腰比较粗，不好买裤子。裤子质量没的说，裤型也比较好，一口气买了4条，后面有合适的会再来,好评,,,否,,,
f**h,2025年10月20日 12:32:34,6921288694239427730,3741522584211161408,小王家刺绣款牛仔阔腿裤女中复古水洗宽松牛仔长裤通勤穿搭89081,复古蓝-小个子(153-163cm)/28(105-115斤),5,详情页的腰围比实际腰围要小一些，但对我来说正好合适，因为我腰比较粗，不好买裤子。裤子质量没的说，裤型也比较好，一口气买了4条，后面有合适的会再来,好评,,,否,,,
米**6,2025年10月20日 12:31:22,6921731490127576126,3756545185811661339,小王家弯刀裤女25年秋季新款中宽松设计感牛仔裤琥珀系穿搭86011,丹宁色-高个子(163cm以上)/29(120-130斤),5,很不错，是高个子的福星,好评,,,否,,,
花**6,2025年10月20日 12:30:22,6946661796142716204,3775285281557709193,【小王家】复古蓝 杏色 丹宁色 黑色牛仔裤女25年秋季款显瘦阔腿裤89138,丹宁色-常规(163cm以内)/27(95-105斤),5,,好评,,,否,,,
