用户昵称,评价日期,订单id,商品id,商品名称,商品规格,商品评价得分,评价内容,评价等级,追评内容,追评时间,商家是否回复,回复内容,门店id,门店名称
小**6,2025年11月22日 10:43:29,6922248051971685649,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,杏色-厚绒常规(163cm以内)/27(95-105斤),5,特别好,好评,,,否,,,
笑**f,2025年11月22日 10:42:33,6922472787406323683,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,杏色-厚绒常规(163cm以内)/28(105-115斤),5,,好评,,,否,,,
贵**v,2025年11月22日 10:40:25,6948212610197493340,3771745006495334540,小王家丹宁色牛仔裤25年冬季款宽松显瘦刺绣款阔腿裤百搭68051,丹宁色-植绒常规(163cm以内)/S(90-100斤),4,,好评,,,否,,,
用**d,2025年11月22日 10:37:25,6948140388803090043,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒高个子(163cm以上)/28(105-115斤),5,,好评,,,否,,,
小**2,2025年11月22日 10:31:35,6948023237229418410,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,杏色-厚绒常规(163cm以内)/26(85-95斤),5,,好评,,,否,,,
小**2,2025年11月22日 10:31:23,6948006002898048938,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/26(85-95斤),5,,好评,,,否,,,
A**0,2025年11月22日 10:30:30,6922304908819398201,3784167076281843847,【三重奏】小王家加绒冬季新款裤子女中高腰阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-厚绒高个子(163cm以上)/29(115-125斤),0,,差评,这条不行，要变的很松，掉色严重。,2026-01-08 13:16:39,否,,,
菜**6,2025年11月22日 10:29:34,6922372789381725595,3775851910091898949,【小蛋黄专属】小王家显瘦牛仔裤女25年冬季搭配舒适中高腰猫须水洗阔腿裤89299,复古蓝-常规(163cm以内)/27(100-110斤),1,超级掉色 避雷避雷 一般浅色裤子都掉色很轻微的 但是它这个掉色特别严重 贴身的衣物袜子都染色了 🙅🏻‍♀️🙅🏻‍♀️不要买,差评,,,否,,,
财**p,2025年11月22日 10:29:17,6922387424201965344,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,杏色-常规(163cm以内)/29(115-125),5,,好评,,,否,,,
永**p,2025年11月22日 10:25:15,6948149389504812466,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-高个子(163cm以上)/28(105-115斤),5,,好评,,,否,,,
果**r,2025年11月22日 10:25:10,6948072034898613252,3780506909430382650,【小王家】丹宁色 复古蓝 杏色厚绒牛仔裤女中高腰阔腿裤通勤穿搭89138,杏色-厚绒高个子(163cm以上)/28(105-115斤),4,,好评,,,否,,,
没**8,2025年11月22日 10:24:09,6948111905629083457,3784421091351593679,【芋总专属】小王家冬季厚绒牛仔裤女25年新款显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/28(105-115斤),5,"158斤58公斤，选的28常规，腰围臀围腿围都蛮合适的，裤长其实刚好，其实喜欢长一点的选长款（差个5公分），配个裤腿的长度图哈。近来买的比较心水的一条裤子
上身效果：很不错",好评,,,否,,,
婷**8,2025年11月22日 10:22:30,6922223212835012469,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒高个子(163cm以上)/28(105-115斤),5,,好评,,,否,,,
潘**4,2025年11月22日 10:21:43,6922461717641788817,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,怀旧蓝-厚绒常规(163cm以内)/27(95-105斤),5,版型质量都非常好，永远相信宇辉甄选的品质,好评,,,否,,,
ʚ**2,2025年11月22日 10:10:32,6922374150583909756,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/28(105-115斤),5,,好评,,,否,,,
双**p,2025年11月22日 10:08:50,6948129185110431264,3782152974881652820,小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-植绒高个子(163cm以上)/S(85-100斤),5,,好评,,,否,,,
山**n,2025年11月22日 10:08:00,6948085258362951492,3780506909430382650,【小王家】丹宁色 复古蓝 杏色厚绒牛仔裤女中高腰阔腿裤通勤穿搭89138,丹宁色-厚绒常规(163cm以内)/27(95-105斤),5,,好评,,,否,,,
城**n,2025年11月22日 10:06:01,6948095186578969908,3782895841174487390,小王家冬季厚绒牛仔裤女25年新款显瘦阔腿裤通勤百搭89081,杏色-厚绒高个子(163cm以上)/27(95-105斤),5,太合适了，性价比太高了，我们小区楼下的实体店  不是品牌的还要399元一条,好评,,,否,,,
甜**8,2025年11月22日 10:03:34,6948072084565792492,3780506909430382650,【小王家】丹宁色 复古蓝 杏色厚绒牛仔裤女中高腰阔腿裤通勤穿搭89138,复古蓝-厚绒常规(163cm以内)/30(125-135斤),5,,好评,,,否,,,
雪**0,2025年11月22日 10:02:37,6948133765178594992,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,杏色-厚绒常规(163cm以内)/27(95-105斤),4,还可以,好评,,,否,,,
超**p,2025年11月22日 09:58:06,6947852455810897111,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,杏色-厚绒高个子(163cm以上)/29(115-125),5,尺码正好，正码正拍，先前拍了一个春秋款感觉很好，现在又拍了一个加绒款。,好评,,,否,,,
是**t,2025年11月22日 09:55:42,6922475087974858387,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-常规(163cm以内)/30(125-135),5,买的刚刚合适，稍微有点紧，得减肥了😂😂,好评,,,否,,,
冬**0,2025年11月22日 09:46:55,6947803960865133838,3784420116243022314,【浪里个浪】小王家厚绒刺绣款牛仔裤女新款中高腰复古水洗牛仔阔腿长裤521011,丹宁色-厚绒高个子(163cm以上)/29(115-125斤),1,小200元价格也不算便宜，质量一般，线头挺多，上边还有小颗粒，看图片，第一次穿，刚看到，退换货时间到了没法退了。,差评,,,否,,,
敏**h,2025年11月22日 09:43:29,6948004759065466681,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/27(95-105斤),3,同一个版型裤子，买了两条同一个尺码，只是颜色不一样，穿上尽然大小不一样，一个刚好，一个穿上小几厘米，无语😑,中评,,,否,,,
@**r,2025年11月22日 09:40:45,6948209323887695490,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年新款牛仔裤86011,灰杏色-常规(163cm以内)/28(110-120斤),4,,好评,,,否,,,
昀**8,2025年11月22日 09:40:27,6922479438376827926,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒高个子(163cm以上)/29(115-125),5,"好穿舒服有型👍👍👍
盼盼同款好看👍👍👍
与辉同行，一路光明！",好评,,,否,,,
段**4,2025年11月22日 09:38:14,6948007200382523094,3756545185811661339,小王家弯刀裤女25年秋季新款中宽松设计感牛仔裤琥珀系穿搭86011,复古深蓝-高个子(163cm以上)/25(90斤以内),4,裤子行质量还行，屁股那里很窄，下面又很宽松，膝盖也容易鼓包，中评,好评,,,否,,,
啊**d,2025年11月22日 09:31:28,6947688594888333162,3782152974881652820,【腊肠狗】小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-植绒常规(155-163cm)/M(100-115斤),5,,好评,,,否,,,
万**0,2025年11月22日 09:24:01,6948159512366683589,3784014239736398318,【小王家】翻边牛仔裤复古蓝 丹宁色新款复古宽松显瘦阔腿长裤89316,丹宁色-常规(163cm以内)/27(100-110斤),5,裤子版型一如既往的好，对我这样的小个子很友好,好评,,,否,,,
🐟**l,2025年11月22日 09:17:23,6922442617253362944,3784401437447028915,【绿子粉丝】小王家厚绒新款牛仔裤女25年中高腰时尚显瘦阔腿裤通勤穿搭89138,复古蓝-厚绒常规(163cm以内)/26(85-95斤),5,好喜欢这条裤子，版型好，质量也好，穿着很合身,好评,,,否,,,
简**4,2025年11月22日 09:14:43,6922308964105223173,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,丹宁色-高个子(163cm以上)/29(120-130斤),5,"我在与辉同行买的，放心
一个字：好
两个字：超好
三个字：绝对好",好评,,,否,,,
平**6,2025年11月22日 09:14:01,6922468230557171660,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒高个子(163cm以上)/27(95-105斤),5,,好评,,,否,,,
大**4,2025年11月22日 09:07:43,6948153900468082163,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/26(85-95斤),5,很软很服帖，质感好，不愧是与辉同行选品,好评,,,否,,,
无**6,2025年11月22日 09:04:06,6948186501719660394,3784014239736398318,【小王家】翻边牛仔裤复古蓝 丹宁色新款复古宽松显瘦阔腿长裤89316,复古蓝-常规(163cm以内)/26(90-100斤),5,,好评,,,否,,,
河**d,2025年11月22日 08:53:47,6948054636336715659,3782152974881652820,小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-植绒高个子(163cm以上)/2XL(135-145斤/小个子没有2XL码),5,挺厚实,好评,实物颜色非常好看，高级黑灰色，面料厚实，一看就是高货，放心拍,2025-11-22 10:31:46,否,,,
用**4,2025年11月22日 08:51:48,6922466135783341599,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/28(105-115斤),5,描述相符：很好,好评,,,否,,,
$**v,2025年11月22日 08:46:51,6922436604898738031,3786051409372381955,【小王家】丹宁色 复古蓝 黑灰色刺绣款牛仔裤女冬季新款阔腿长裤89296,丹宁色-厚绒高个子(163cm以上)/29(115-125斤),5,拍了同色不同款，留下了这一条，另一条也很好但是是同色所以退掉了 版型都很好喜欢,好评,,,否,,,
黎**2,2025年11月22日 08:44:46,6948091748640297993,3780506909430382650,【小王家】丹宁色 复古蓝 杏色厚绒牛仔裤女中高腰阔腿裤通勤穿搭89138,丹宁色-常规(163cm以内)/26(85-95斤),5,换了几个款，这个直筒裤特别推荐，好,好评,,,否,,,
敏**j,2025年11月22日 08:43:21,6948163740985726387,3784014239736398318,【小王家】翻边牛仔裤复古蓝 丹宁色新款复古宽松显瘦阔腿长裤89316,复古蓝-高个子(163cm以上)/30(130-140斤),5,,好评,,,否,,,
玲**b,2025年11月22日 08:42:31,6922473479869660557,3784014239736398318,【小王家】冬季加绒翻边牛仔裤复古蓝 丹宁色新款复古宽松显瘦阔腿长裤89316,丹宁色-厚绒常规(163cm以内)/26(90-100斤),5,,好评,,,否,,,
业**b,2025年11月22日 08:40:33,6948166955336406664,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/30(125-135),5,这条裤子真的跟量身定制的一样，拿在手里沉甸甸的，跟姐妹说200多块都不怀疑的，身高160，体重123，穿着非常合身，与辉同行直播间买的，继续蹲守,好评,,,否,,,
知**l,2025年11月22日 08:38:33,6948142654617753436,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒高个子(163cm以上)/30(125-135),0,,差评,买来到现在总共穿过4次，洗过1次，今天同事提醒我裤子开缝了才知道，真的是不值这个价格，好多地方都起毛了，从没给过差评，这是第一次！,2026-04-01 12:43:01,否,,,
全**2,2025年11月22日 08:33:21,6922475083125587629,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/25(85斤以内),5,,好评,,,否,,,
宝**2,2025年11月22日 08:22:04,6922272891058289926,3782152974881652820,【腊肠狗】小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-高个子(163cm以上)/L(115-125斤),5,挺好的质量，冬天还是应该买那厚绒的，怕冷星人扛不住冻,好评,,,否,,,
筱**0,2025年11月22日 08:21:11,6922400882849841059,3772520898897248477,【李时髦专属】小王家刺绣款牛仔裤女25年新款中高腰复古水洗牛仔阔腿长裤89296,复古蓝-植绒常规(155-163cm)/30(125-135斤),5,很舒服，版型好看,好评,,,否,,,
林**t,2025年11月22日 08:20:05,6948056678743676791,3784420116243022314,小王家加绒刺绣款牛仔裤女新款中高腰复古水洗牛仔阔腿长裤521011,丹宁色-常规(163cm以内)/27(95-105斤),5,裤子版型行，希望不要鼓包,好评,,,否,,,
一**2,2025年11月22日 08:15:09,6947645253043427053,3756545185811661339,小王家弯刀裤女25年秋季新款中宽松设计感牛仔裤琥珀系穿搭86011,复古深蓝-高个子(163cm以上)/27(100-110斤),5,非常好看,好评,,,否,,,
佚**f,2025年11月22日 07:58:32,6948142808309634541,3701823009808580754,小王家复古蓝牛仔微喇裤女新款修身显瘦中高腰牛仔微喇长裤83008,复古蓝-常规(153-163cm/裤长98cm起)/26(85-95斤),5,他家裤子可以放心选，版型质量都很好，回购三条咯,好评,,,否,,,
方**0,2025年11月22日 07:49:08,6922275688421948510,3785308337155997885,小王家牛仔阔腿裤女25年新款中高腰显瘦宽松牛仔裤通勤百搭89325,黑灰色-植绒常规(163cm以内)/28(110-120斤),5,裤子版型很好，好搭衣服。,好评,,,否,,,
云**4,2025年11月22日 07:43:23,6948005044628624925,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,杏色-厚绒高个子(163cm以上)/29(115-125),4,,好评,,,否,,,
波**j,2025年11月22日 07:18:08,6948151541664715916,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,怀旧蓝-厚绒常规(163cm以内)/25(85斤以内),5,,好评,,,否,,,
浮**0,2025年11月22日 07:16:34,6948162342429005775,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/29(115-125),5,,好评,,,否,,,
K**f,2025年11月22日 07:14:15,6947902150142728139,3775287321398739073,小王家刺绣款牛仔裤女25年新款中高腰复古水洗牛仔阔腿长裤521011,复古蓝 -常规(155-163cm)/28(105-115斤),5,,好评,,,否,,,
K**f,2025年11月22日 07:14:11,6947902177903581131,3775287321398739073,小王家刺绣款牛仔裤女25年新款中高腰复古水洗牛仔阔腿长裤521011,丹宁色-常规(155-163cm)/28(105-115斤),5,,好评,,,否,,,
遥**0,2025年11月22日 06:57:56,6922467178983030352,3769914169294454793,宽松弯刀裤女秋季新款中高腰宽松显瘦设计感牛仔裤,复古深蓝-高个子(163cm以上)/25(90斤以内),0,,差评,很好很喜欢,2026-01-21 12:47:27,否,,,
小**4,2025年11月22日 03:48:04,6948144909571004250,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/30(125-135),5,,好评,,,否,,,
深**6,2025年11月22日 01:27:37,6948161366240269325,3784014239736398318,【小王家】冬季加绒翻边牛仔裤复古蓝 丹宁色新款复古宽松显瘦阔腿长裤89316,丹宁色-厚绒常规(163cm以内)/27(100-110斤),5,,好评,,,否,,,
D**0,2025年11月22日 01:21:50,6948003646375269902,3775285281557709193,小王家牛仔裤子女25年秋季款中高腰显瘦时尚阔腿裤通勤穿搭89138,丹宁色-常规(163cm以内)/28(105-115斤),0,,差评,版型什么都挺好的，就是里面掉色，浅色内衣都洗不出来啦,2025-12-15 22:51:48,否,,,
黄**x,2025年11月22日 00:59:55,6922277755086339928,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,怀旧蓝-厚绒高个子(163cm以上)/26(85-95斤),5,换小一个码，刚好，质量很好，我是连着回购,好评,,,否,,,
万**j,2025年11月22日 00:46:48,6922380715148082574,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/25(85斤以内),5,,好评,,,否,,,
l**6,2025年11月22日 00:16:37,6947877273724523640,3785308337155997885,小王家牛仔阔腿裤女25年新款中高腰显瘦宽松牛仔裤通勤百搭89325,黑灰色-植绒高个子(163ccm以上)/28(110-120斤),5,,好评,,,否,,,
草**4,2025年11月22日 00:02:30,6948063304923748029,3773407665594695980,小王家复古深蓝弯刀裤女25年秋冬新款宽松显瘦设计感牛仔裤86011,复古深蓝-常规(163cm以内)/28(110-120斤),5,,好评,,,否,,,
w**4,2025年11月21日 23:56:14,6922479526180322465,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/26(85-95斤),5,,好评,,,否,,,
榭**p,2025年11月21日 23:48:55,6922321305201049215,3785308337155997885,小王家牛仔阔腿裤女25年新款中高腰显瘦宽松牛仔裤通勤百搭89325,黑灰色-植绒常规(163cm以内)/28(110-120斤),5,,好评,,,否,,,
🍇**v,2025年11月21日 23:47:33,6948022123383100566,3781974549097218166,小王家冬季厚绒新款牛仔裤女中高腰时尚显瘦阔腿裤通勤穿搭89138,复古蓝-厚绒常规(163cm以内)/27(95-105斤),0,,差评,还,2025-12-10 11:18:27,否,,,
🌻**0,2025年11月21日 23:39:41,6922379271761132759,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/27(95-105斤),5,,好评,,,否,,,
木**4,2025年11月21日 23:38:30,6948159445875823976,3784014239736398318,【小王家】翻边牛仔裤复古蓝 丹宁色新款复古宽松显瘦阔腿长裤89316,丹宁色-常规(163cm以内)/27(100-110斤),5,,好评,,,否,,,
w**2,2025年11月21日 23:37:26,6948111154713138194,3721666757119836639,小王家秋冬新款裤子女中高腰时尚阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-高个子(163cm以上)/28(105-115斤),5,,好评,,,否,,,
x**2,2025年11月21日 23:30:28,6922411431717339048,3721666757119836639,小王家秋冬新款裤子女中高腰时尚阔腿裤通勤穿搭琥珀系穿搭89138,复古蓝-常规(163cm以内)/27(95-105斤),5,,好评,,,否,,,
樱**2,2025年11月21日 23:27:13,6948162488102753500,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/27(95-105斤),5,与辉同行拍到的，挺舒服！,好评,,,否,,,
用**n,2025年11月21日 23:05:09,6922496795372584889,3780506909430382650,【小王家】丹宁色 复古蓝 杏色厚绒牛仔裤女中高腰阔腿裤通勤穿搭89138,丹宁色-常规(163cm以内)/27(95-105斤),5,,好评,,,否,,,
大**8,2025年11月21日 23:04:12,6947887389823604070,3782152974881652820,【腊肠狗】小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-高个子(163cm以上)/L(115-125斤),1,线头多，掉色严重，跟客服反馈问题，相当敷衍，没有直播说的那么惊艳，慎拍吧,差评,,,否,,,
娜**6,2025年11月21日 23:01:34,6922291049631153773,3785308337155997885,小王家牛仔阔腿裤女25年新款中高腰显瘦宽松牛仔裤通勤百搭89325,复古蓝-常规(163cm以内)/26(90-100斤),5,,好评,,,否,,,
芒**f,2025年11月21日 22:59:14,6948012696168371584,3779178540445073749,黑灰色弯刀裤女25年秋冬复古设计师牛仔裤阔腿裤86011,黑灰色-常规(163cm以内)/29(120-130斤),4,,好评,,,否,,,
会**2,2025年11月21日 22:57:47,6947823189235144560,3782152974881652820,【李时髦专属】小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-常规(155-163cm)/S(85-100斤),5,,好评,,,否,,,
l**t,2025年11月21日 22:56:18,6947782716798014698,3741522584211161408,【小王家】复古蓝  杏色阔腿牛仔裤89081,复古蓝-小个子(153-163cm)/25(85斤以内),2,没有抖音什么说的天花乱坠，一般般，质量也是一般般,差评,,,否,,,
小**t,2025年11月21日 22:48:07,6922474090329504897,3784014239736398318,【小王家】翻边牛仔裤复古蓝 丹宁色新款复古宽松显瘦阔腿长裤89316,丹宁色-常规(163cm以内)/26(90-100斤),5,,好评,,,否,,,
小**8,2025年11月21日 22:46:54,6922344680634548047,3780131984555245756,小王家弯刀裤女25年秋冬新款中宽松设计感牛仔裤琥珀系穿搭86011,复古深蓝-常规(163cm以内)/27(100-110斤),5,,好评,,,否,,,
栀**6,2025年11月21日 22:46:51,6948140835971405568,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,杏色-厚绒常规(163cm以内)/28(105-115斤),5,,好评,,,否,,,
，**6,2025年11月21日 22:44:14,6948155893957727856,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/29(115-125),5,,好评,,,否,,,
宠**2,2025年11月21日 22:42:46,6948181298347972075,3784014239736398318,【小王家】冬季加绒翻边牛仔裤复古蓝 丹宁色新款复古宽松显瘦阔腿长裤89316,丹宁色-常规(163cm以内)/29(120-130斤),4,,好评,,,否,,,
拿**n,2025年11月21日 22:41:07,6922424311400005543,3786051409372381955,【小王家】丹宁色 复古蓝 黑灰色刺绣款牛仔裤女冬季新款阔腿长裤89296,黑灰色-常规(163cm以内)/26(85-95斤),4,裤型不错 对小个子友好 下水一点点褪色和掉毛絮,好评,,,否,,,
ᥫ**0,2025年11月21日 22:38:48,6922419303509032042,3780506909430382650,【小王家】丹宁色 复古蓝 杏色厚绒牛仔裤女中高腰阔腿裤通勤穿搭89138,丹宁色-厚绒常规(163cm以内)/29(115-125斤),5,,好评,,,否,,,
丹**8,2025年11月21日 22:37:37,6948142180909717264,3782895841174487390,小王家冬季厚绒牛仔裤女25年新款显瘦阔腿裤通勤百搭89081,丹宁色-厚绒常规(163cm以内)/27(95-105斤),4,,好评,,,否,,,
微**4,2025年11月21日 22:34:13,6922437865895263797,3782152974881652820,小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-植绒小个子(148-155cm)/XS(85斤以内),5,完美，对于我小个子，又瘦！买的xs，裤腰，裤长刚刚好！,好评,,,否,,,
敏**z,2025年11月21日 22:18:02,6948023248941356489,3699591836483060167,小王家高腰显瘦时尚百搭阔腿裤女新款牛仔阔腿琥珀系穿搭89082,丹宁色-常规厚绒(163CM以内)/29(115-125斤),0,,差评,裤子版型可以，厚度一般，身高近160穿有点短，3-4厘米的鞋底穿的效果不怎么样，吊起来的感觉，建议做长一两个裤边,2026-01-02 11:25:41,否,,,
傲**z,2025年11月21日 22:17:30,6922429219268755278,3782895841174487390,《压箱底神裤》小王家牛仔裤女25年新款显瘦阔腿裤通勤百搭89081,杏色-常规(163cm以内)/27(95-105斤),5,大小合适，穿高跟鞋梢有点短，还是果断留下了,好评,,,否,,,
进**2,2025年11月21日 22:08:38,6948087307362636849,3780506909430382650,【小王家】丹宁色 复古蓝 杏色厚绒牛仔裤女中高腰阔腿裤通勤穿搭89138,丹宁色-高个子(163cm以上)/29(115-125斤),5,"尺码建议：按推荐买
上身效果：合适
版型设计：显瘦",好评,,,否,,,
…**6,2025年11月21日 22:04:04,6922493769353232212,3780506909430382650,【小王家】丹宁色 复古蓝 杏色厚绒牛仔裤女中高腰阔腿裤通勤穿搭89138,杏色-常规(163cm以内)/27(95-105斤),5,,好评,,,否,,,
心**z,2025年11月21日 22:00:58,6948000159885628982,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,杏色-厚绒高个子(163cm以上)/30(125-135),5,"尺码建议：我体重135斤，身高163，拍的30码刚刚好
上身效果：非常不错
面料质感：面料舒服
版型设计：挺括有型，非常不错",好评,,,否,,,
相**z,2025年11月21日 22:00:25,6922415031820647428,3780506909430382650,【小王家】丹宁色 复古蓝 杏色厚绒牛仔裤女中高腰阔腿裤通勤穿搭89138,丹宁色-厚绒高个子(163cm以上)/29(115-125斤),4,面料厚实，挺硬的。是高腰裤，还可以吧,好评,,,否,,,
呆**2,2025年11月21日 21:56:25,6922425134325071813,3786441564235104469,小王家冬季新款牛仔裤女25年中高腰宽松显瘦加绒阔腿牛仔裤89321,复古蓝-常规(160cm以内)/26(90-100斤),4,,好评,,,否,,,
@**6,2025年11月21日 21:44:47,6922374644735508343,3782152974881652820,小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-常规(155-163cm)/L(115-125斤),5,挺好看,好评,,,否,,,
F**6,2025年11月21日 21:42:24,6922387622808944249,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,杏色-厚绒常规(163cm以内)/29(115-125),5,,好评,,,否,,,
ฅ**6,2025年11月21日 21:39:08,6922265555308412828,3721666757119836639,小王家秋冬新款裤子女中高腰时尚阔腿裤通勤穿搭琥珀系穿搭89138,丹宁色-常规(163cm以内)/30(125-135斤),5,质量很好，裤型不错，虽然人胖了穿不上也没舍得退，等瘦了穿🤣,好评,,,否,,,
陪**6,2025年11月21日 21:37:42,6948157970942924660,3782895841174487390,【小王家】冬季厚绒牛仔裤女丹宁色 杏色 怀旧蓝显瘦阔腿裤通勤百搭89081,丹宁色-常规(163cm以内)/30(125-135),5,,好评,,,否,,,
陈**r,2025年11月21日 21:37:20,6948112301463443231,3782152974881652820,【腊肠狗】小王家秋冬新款加绒牛仔裤女黑灰色宽松显瘦阔腿裤长裤79002,黑灰色-常规(155-163cm)/XS(85斤以内),5,,好评,,,否,,,
静**4,2025年11月21日 21:36:46,6922369908340063973,3784036330909073902,小王家冬季厚绒牛仔裤女25年新款显瘦阔腿裤通勤百搭89081,怀旧蓝-厚绒高个子(163cm以上)/28(105-115斤),5,,好评,,,否,,,
麦**4,2025年11月21日 21:35:52,6948094486208452532,3780506909430382650,【小王家】丹宁色 复古蓝 杏色厚绒牛仔裤女中高腰阔腿裤通勤穿搭89138,丹宁色-厚绒常规(163cm以内)/28(105-115斤),5,,好评,,,否,,,
乐**v,2025年11月21日 21:33:31,6922057302082617063,3780131984555245756,【小王家】复古深蓝  丹宁色  灰杏色弯刀裤女25年秋季新款牛仔裤86011,复古深蓝-常规(163cm以内)/27(100-110斤),5,质量很好，穿起来特别舒服，款式也很好看哟,好评,,,否,,,
